gene,title,journal,year,PMID,DOI,evidence_grade,study_type,summary,evidence_categories,publication_types,mesh_terms
PRF1,Functional consequences of perforin gene mutations in 22 patients with familial haemophagocytic lymphohistiocytosis.,British journal of haematology,2002,12060139,10.1046/j.1365-2141.2002.03534.x,A,Human family study,Study of affected families links PRF1 variants to absent perforin expression and impaired cytotoxic function in familial HLH.,Association; Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Codon, Nonsense; Female; Fluorescent Antibody Technique; Genotype; Histiocytosis, Non-Langerhans-Cell; Humans; Infant; Infant, Newborn; Killer Cells, Natural; Lymphocyte Activation; Male; Membrane Glycoproteins; Mutation, Missense; Perforin; Phenotype; Pore Forming Cytotoxic Proteins"
PRF1,Characterisation of diverse PRF1 mutations leading to decreased natural killer cell activity in North American families with haemophagocytic lymphohistiocytosis.,Journal of medical genetics,2004,14757862,10.1136/jmg.2003.011528,A,Human multicenter family study,Multicenter family study characterizes diverse PRF1 mutations associated with reduced NK-cell activity in familial HLH.,Association; Experimental evidence,"Letter; Multicenter Study; Research Support, Non-U.S. Gov't","Amino Acid Sequence; Child; Child, Preschool; Cohort Studies; Female; Histiocytosis, Non-Langerhans-Cell; Humans; Infant; Infant, Newborn; Killer Cells, Natural; Male; Membrane Glycoproteins; Molecular Sequence Data; Mutation; North America; Perforin; Pore Forming Cytotoxic Proteins"
PRF1,Frequency and spectrum of disease-causing variants in 1892 patients with suspected genetic HLH disorders.,Blood advances,2020,32542393,10.1182/bloodadvances.2020001605,A,Human clinical cohort,Large clinical referral cohort reports PRF1 among the most frequent genes with pathogenic findings in suspected genetic HLH.,Association; Biomarker,Journal Article,"Amino Acid Transport System y+L; DNA Mutational Analysis; Genetic Testing; High-Throughput Nucleotide Sequencing; Humans; Lymphohistiocytosis, Hemophagocytic; Membrane Proteins; Mutation"
PRKCQ-AS1,Analysis of Immune and Prognostic-Related lncRNA PRKCQ-AS1 for Predicting Prognosis and Regulating Effect in Sepsis.,Journal of inflammation research,2024,38229689,10.2147/JIR.S433057,C,Other PubMed-indexed study,"PubMed abstract evidence: Subsequently, Subsequently, lncRNA PRKCQ-AS1 was identified as the regulator for further investigation in sepsis.",Association; Mechanism; Biomarker,Journal Article,
PRKCQ-AS1,Expression profile analysis of LncRNAs and mRNAs in pre-receptive endometrium of women with polycystic ovary syndrome undergoing in vitro fertilization-embryo transfer.,BMC medical genomics,2024,38243290,10.1186/s12920-024-01806-w,C,Human laboratory study,"PubMed abstract evidence: qRT-PCR was performed to detect the expression of 9 lncRNAs, and validated that the expression of these 7 lncRNAs IDH1-AS1, PCAT14, FTX, DANCR, PRKCQ-AS1, SNHG8, TPT1-AS1 were significantly enhanced among PCOS patients.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Female; RNA, Messenger; RNA, Long Noncoding; Polycystic Ovary Syndrome; Janus Kinases; Phosphatidylinositol 3-Kinases; Signal Transduction; STAT Transcription Factors; Gene Expression Profiling; Embryo Transfer; Endometrium; Fertilization in Vitro; Gene Regulatory Networks; Rod Opsins"
PRKCQ-AS1,"Identification of PRKCQ-AS1 as a Keratinocyte-Derived Exosomal lncRNA That Promotes Th17 Differentiation and IL-17 secretion in Psoriasis Through Bioinformatics, Machine Learning Algorithms, and Cell Experiments.",Journal of inflammation research,2025,40433053,10.2147/JIR.S521553,C,Computational study,"PubMed abstract evidence: RESULTS: We identified 10 exosome-related ncRNAs, including PRKCQ-AS1, and constructed five machine learning models with excellent diagnostic performance, emphasizing PRKCQ-AS1's significance.",Association; Mechanism; Biomarker,Journal Article,
RPL13,Identifying CDCA4 as a Radiotherapy Resistance-Associated Gene in Colorectal Cancer by an Integrated Bioinformatics Analysis Approach.,Genes,2025,40565588,10.3390/genes16060696,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: A gene signature, including CDCA4, FANCA, PBRM1, RPL13, and C12orf43, was developed to predict radiotherapy response.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Colorectal Neoplasms; Computational Biology; Cell Cycle Proteins; Tumor Microenvironment; Radiation Tolerance; Male; Female; Exome Sequencing; Nuclear Proteins; Gene Expression Regulation, Neoplastic; Biomarkers, Tumor; Mutation; Middle Aged; Transcriptome"
RPL13,Integrated single-cell and transcriptomic analysis of bone marrow-derived metastatic neuroblastoma reveals molecular mechanisms of metabolic reprogramming.,Scientific reports,2025,40764361,10.1038/s41598-025-13626-8,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Through integrated analyses, five core metabolic reprogramming genes (MRPL21, NHP2, RPL13, RPL18A, and RPL27A) were identified and shown to be significantly associated with poor prognosis.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Neuroblastoma; Single-Cell Analysis; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Transcriptome; Tumor Microenvironment; Bone Marrow Neoplasms; Cell Line, Tumor; Computational Biology; Bone Marrow; Prognosis; Metabolic Reprogramming"
RPL13,Single-cell transcriptomic profiling combined with Mendelian randomization illuminates molecular drivers of bladder cancer.,Molecular genetics and genomics : MGG,2026,41779063,10.1007/s00438-026-02371-w,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Mendelian randomization highlighted six bladder-cancer-related genes-ARHGEF18, HLA-DRB5, ISG20, NCF1, RPL13, and YPEL5.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Urinary Bladder Neoplasms; Gene Expression Regulation, Neoplastic; Mendelian Randomization Analysis; Gene Expression Profiling; Single-Cell Gene Expression Analysis; Transcriptome; Genome-Wide Association Study; Single-Cell Analysis; Quantitative Trait Loci; Cell Line, Tumor; Polymorphism, Single Nucleotide; Genetic Predisposition to Disease; Cell Proliferation"
RPL23A,[Identification of core pathogenic genes and pathways in elderly osteoporosis based on bioinformatics analysis].,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],2023,37400220,10.3760/cma.j.cn112150-20230221-00140,A,Human study,"PubMed abstract evidence: Gene UBA52, UBB, RPS27A, RPS15, RPS12, RPL13A, RPL23A, RPL10A, RPS25 and RPS6 were selected and seven of them could encode ribosome proteins.",Association; Mechanism; Biomarker; Experimental evidence,English Abstract; Journal Article,Female; Humans; Male; Aged; Gene Expression Profiling; Transcriptome; Protein Interaction Maps; Computational Biology; Osteoporosis
RPL23A,Comparative analysis of peripheral blood immunoinflammatory landscapes in patients with acute cholangitis and its secondary septic shock using single-cell RNA sequencing.,Biochemical and biophysical research communications,2023,37864923,10.1016/j.bbrc.2023.149121,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Neutrophils-7 (CCL5, RPL23A, RPL13, RPS19 and RPS18) were mainly involved in the regulation of cellular functions.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Shock, Septic; Leukocytes, Mononuclear; Neutrophils; Cholangitis; Sequence Analysis, RNA; Neoplasm Proteins; Ribosomal Proteins"
RPL23A,Swimming ameliorates intervertebral disc degeneration accompanied by Rpl23a downregulation and changes in its immune-inflammatory pathway.,Frontiers in immunology,2026,42311670,10.3389/fimmu.2026.1819987,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Ribosomal protein L23a (Rpl23a) participates in various inflammatory diseases, but its role in the intervertebral disc immune microenvironment has not been studied.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; Rats; Ribosomal Proteins; Intervertebral Disc Degeneration; Signal Transduction; Down-Regulation; Male; Disease Models, Animal; NF-kappa B; Physical Conditioning, Animal; Humans; Inflammation; Rats, Sprague-Dawley"
RPS12,Haploinsufficiency of the essential gene Rps12 causes defects in erythropoiesis and hematopoietic stem cell maintenance.,eLife,2023,37272618,10.7554/eLife.69322,B,Laboratory/animal study,PubMed abstract evidence: We generated a conditional knockout mouse to partially delete Rps12.,Association; Mechanism; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Animals; Mice; Anemia, Diamond-Blackfan; Erythropoiesis; Genes, Essential; Haploinsufficiency; Hematopoietic Stem Cells; Mice, Knockout; Pancytopenia; Ribosomal Proteins; Mitochondrial Proteins"
RPS12,[Identification of core pathogenic genes and pathways in elderly osteoporosis based on bioinformatics analysis].,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],2023,37400220,10.3760/cma.j.cn112150-20230221-00140,B,Human study,"PubMed abstract evidence: Gene UBA52, UBB, RPS27A, RPS15, RPS12, RPL13A, RPL23A, RPL10A, RPS25 and RPS6 were selected and seven of them could encode ribosome proteins.",Association; Mechanism; Biomarker; Experimental evidence,English Abstract; Journal Article,Female; Humans; Male; Aged; Gene Expression Profiling; Transcriptome; Protein Interaction Maps; Computational Biology; Osteoporosis
RPS12,Unveiling the role of gastric cancer-associated mesenchymal stem cells and neutrophil extracellular traps through multi-omics analysis.,Stem cell research & therapy,2025,41261408,10.1186/s13287-025-04768-7,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: MR analysis confirmed EIF1 and RPS12 as key genes with causal links to GC progression, demonstrating robust associations with immune cell infiltration and critical signaling pathways.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,Humans; Stomach Neoplasms; Mesenchymal Stem Cells; Extracellular Traps; Tumor Microenvironment; Neutrophils; Single-Cell Analysis; Multiomics
RPS14,New insights into 5q- syndrome as a ribosomopathy.,"Cell cycle (Georgetown, Tex.)",2010,20980806,10.4161/cc.9.21.13742,B,Review,"PubMed abstract evidence: Recently, two novel mouse models have provided evidence for the involvement of both RPS14 and the p53 pathway, and specific miRNAs in 5q- syndrome.",Review; Mechanism,"Journal Article; Research Support, Non-U.S. Gov't; Review","Anemia, Macrocytic; Animals; Antigens, Differentiation, B-Lymphocyte; Chromosome Deletion; Chromosomes, Human, Pair 5; Disease Models, Animal; Histocompatibility Antigens Class II; Humans; Membrane Proteins; Mice; MicroRNAs; Neoplasm Proteins; RNA Interference; Ribosomal Proteins; Tumor Suppressor Protein p53"
RPS14,The effect of miR-223 on cellular behaviour in non-5q myelodysplastic syndromes through targeting RPS14.,Pathology,2020,32571542,10.1016/j.pathol.2020.03.010,B,Human laboratory study,PubMed abstract evidence: A decrease in RPS14 expression in non-5q MDS patients was confirmed by immunohistochemical analyses of MDS bone marrow biopsies.,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,Apoptosis; Bone Marrow Cells; Cell Line; Cell Proliferation; Cell Survival; Computational Biology; Humans; MicroRNAs; Myelodysplastic Syndromes; Ribosomal Proteins
RPS14,TLR7 ligation augments hematopoiesis in Rps14 (uS11) deficiency via paradoxical suppression of inflammatory signaling.,Blood advances,2021,34432872,10.1182/bloodadvances.2020003055,B,Human and laboratory/animal study,"PubMed abstract evidence: We developed a model of MDS in zebrafish with knockout of Rps14, the primary mediator of the anemia associated with del(5q) MDS.",Association; Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't",Animals; Hematopoiesis; Humans; Myelodysplastic Syndromes; Signal Transduction; Toll-Like Receptor 7; Zebrafish
RPS25,HBZ-mediated shift of JunD from growth suppressor to tumor promoter in leukemic cells by inhibition of ribosomal protein S25 expression.,Leukemia,2017,28260789,10.1038/leu.2017.74,A,Human laboratory study,"PubMed abstract evidence: To decipher the mechanisms for Δ JunD production, we looked into the translational machinery and observed that HBZ induces nuclear retention of RPS25 mRNA and loss of RPS25 protein expression, a component of the small ribosomal subunit.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Basic-Leucine Zipper Transcription Factors; Biological Transport; Cell Line; Cell Nucleus; Cell Transformation, Viral; Culture Media, Serum-Free; Gene Expression Regulation, Leukemic; Gene Expression Regulation, Viral; HEK293 Cells; HTLV-I Infections; Humans; Protein Biosynthesis; Protein Isoforms; Proto-Oncogene Proteins; Proto-Oncogene Proteins c-jun; RNA, Messenger; Retroviridae Proteins; Ribosomal Proteins; Ribosomes; T-Lymphocytes; Transfection"
RPS25,Upregulation of ribosome complexes at the blood-brain barrier in Alzheimer's disease patients.,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,2022,35766008,10.1177/0271678X221111602,A,Human study,"PubMed abstract evidence: Of the 29 ribosomal proteins that were quantified, 28 (RPLP0, RPL4, RPL6, RPL7A, RPL8, RPL10A, RPL11, RPL12, RPL14, RPL15, RPL18, RPL23, RPL27, RPL27A, RPL31, RPL35A, RPS2, RPS3, RPS3A, RPS4X, RPS7, RPS8, RPS14, RPS16, RPS20, RPS24, RPS25, and RPSA) were significantly upregulated in AD patients.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't",Alzheimer Disease; Blood-Brain Barrier; Hexosyltransferases; Humans; Proteasome Endopeptidase Complex; Ribosomal Proteins; Ribosomes; Up-Regulation
RPS25,[Identification of core pathogenic genes and pathways in elderly osteoporosis based on bioinformatics analysis].,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],2023,37400220,10.3760/cma.j.cn112150-20230221-00140,A,Human study,"PubMed abstract evidence: Gene UBA52, UBB, RPS27A, RPS15, RPS12, RPL13A, RPL23A, RPL10A, RPS25 and RPS6 were selected and seven of them could encode ribosome proteins.",Association; Mechanism; Biomarker; Experimental evidence,English Abstract; Journal Article,Female; Humans; Male; Aged; Gene Expression Profiling; Transcriptome; Protein Interaction Maps; Computational Biology; Osteoporosis
RPS3,Latexin and hematopoiesis.,Current opinion in hematology,2018,29608488,10.1097/MOH.0000000000000428,C,Review,"PubMed abstract evidence: It inhibits nuclear translocation of ribosomal protein subunit 3 (Rps3), a novel latexin-binding protein, and sensitizes hematopoietic cells to radiation-induced cell death.",Review; Mechanism,"Journal Article; Research Support, N.I.H., Extramural; Review",Animals; Apoptosis; Cell Proliferation; Hematopoiesis; Hematopoietic Stem Cells; Humans; Mice; Nerve Tissue Proteins; Tumor Suppressor Proteins
RPS3,RNA binding protein RPS3 mediates microglial polarization by activating NLRP3 inflammasome via SIRT1 in ischemic stroke.,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,2023,37087770,10.1016/j.jstrokecerebrovasdis.2023.107132,C,Laboratory/animal study,"PubMed abstract evidence: Here, we focused on function and mechanism of RNA binding protein RPS3 in microglial polarization after ischemic stroke.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; Rats; Brain Ischemia; Glucose; Infarction, Middle Cerebral Artery; Inflammasomes; Ischemic Stroke; Microglia; NLR Family, Pyrin Domain-Containing 3 Protein; Rats, Sprague-Dawley; Sirtuin 1; Stroke; Ribosomal Proteins"
RPS3,Centromere protein U mediates the ubiquitination and degradation of RPS3 to facilitate temozolomide resistance in glioblastoma.,Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,2025,40023134,10.1016/j.drup.2025.101214,C,Human single-cell/transcriptomic study,"PubMed abstract evidence: Mechanistically, CENPU cooperates with TRIM5α to promote the ubiquitination and degradation of RPS3 by inducing its polyubiquitination at the K214 residue.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Temozolomide; Humans; Drug Resistance, Neoplasm; Glioblastoma; Animals; Ubiquitination; Mice; Antineoplastic Agents, Alkylating; Brain Neoplasms; Cell Line, Tumor; Ribosomal Proteins; Xenograft Model Antitumor Assays; DNA Repair; Organoids; Gene Expression Regulation, Neoplastic; Proteolysis"
S100A8,S100A8/A9: From basic science to clinical application.,Pharmacology & therapeutics,2016,27492899,10.1016/j.pharmthera.2016.07.015,B,Review,PubMed abstract evidence: Both cells contain huge amounts of the heterodimeric protein S100A8/A9 in their cytoplasm.,Review; Mechanism; Biomarker,Journal Article; Review,Animals; Autoimmune Diseases; Calcium; Calgranulin A; Calgranulin B; Humans; Inflammation; Molecular Targeted Therapy; Monocytes; Neutrophils; Receptor for Advanced Glycation End Products; Toll-Like Receptor 4
S100A8,Alarmin S100A8 imparts chemoresistance of esophageal cancer by reprogramming cancer-associated fibroblasts.,Cell reports. Medicine,2024,38776909,10.1016/j.xcrm.2024.101576,B,Human and laboratory/animal study,"PubMed abstract evidence: Mechanistically, we reveal that cancer-cell-derived S100A8 triggers the intracellular RhoA-ROCK-MLC2-MRTF-A pathway by binding to the CD147 receptor of CAFs, inducing CAF polarization and leading to chemoresistance.",Association; Mechanism; Experimental evidence,Journal Article,"Cancer-Associated Fibroblasts; Humans; Esophageal Neoplasms; Drug Resistance, Neoplasm; Calgranulin A; Animals; Mice; Tumor Microenvironment; Cell Line, Tumor; Cellular Reprogramming; Signal Transduction; Basigin; rhoA GTP-Binding Protein; Esophageal Squamous Cell Carcinoma; Xenograft Model Antitumor Assays; Female"
S100A8,Inhibition of S100A8/A9 ameliorates neuroinflammation by blocking NET formation following traumatic brain injury.,Redox biology,2025,39929053,10.1016/j.redox.2025.103532,B,Human and laboratory/animal study,"PubMed abstract evidence: S100A8/A9, also known as calprotectin or myeloid-related protein-8/14 (MRP8/14), is an alarmin primarily secreted by activated neutrophils with potent pro-inflammatory property.",Association; Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Brain Injuries, Traumatic; Animals; Calgranulin A; Calgranulin B; Mice; Humans; Neuroinflammatory Diseases; Neutrophils; Disease Models, Animal; Male; Reactive Oxygen Species; Mice, Inbred C57BL"
S100A9,S100A9 Links Inflammation and Repair in Myocardial Infarction.,Circulation research,2020,32434457,10.1161/CIRCRESAHA.120.315865,B,Human and laboratory/animal study,PubMed abstract evidence: RATIONALE: The alarmin S100A9 has been identified as a potential therapeutic target in myocardial infarction.,Association; Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Anti-Inflammatory Agents; Apoptosis; Calgranulin A; Calgranulin B; Cell Proliferation; Disease Models, Animal; Hematopoiesis; Hematopoietic Stem Cells; Humans; Inflammation; Macrophages; Mice; Mice, Inbred C57BL; Mice, Knockout; Monocytes; Myocardial Infarction; Myocardium; Neutrophils; Phagocytosis; Phenotype; RAW 264.7 Cells; Signal Transduction; Ventricular Function, Left; Ventricular Remodeling"
S100A9,"Roles of S100A8, S100A9 and S100A12 in infection, inflammation and immunity.",Immunology,2024,38013255,10.1111/imm.13722,B,Review,"PubMed abstract evidence: As members of the S100 protein subfamily of myeloid-related proteins, S100A8, S100A9 and S100A12 play a crucial role in resisting microbial infection and maintaining immune homeostasis.",Review; Mechanism; Biomarker,"Journal Article; Review; Research Support, Non-U.S. Gov't",Animals; Humans; S100A12 Protein; Inflammation; Calgranulin B; Calgranulin A; S100 Proteins
S100A9,S100A9 and HMGB1 orchestrate MDSC-mediated immunosuppression in melanoma through TLR4 signaling.,Journal for immunotherapy of cancer,2024,39266214,10.1136/jitc-2024-009552,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: Damage-associated molecular patterns S100A8, S100A9, and HMGB1, acting as toll like receptor 4 (TLR4) and receptor for advanced glycation endproducts (RAGE) ligands, are highly expressed in the tumor microenvironment and drive MDSC activation.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,Humans; Calgranulin B; Toll-Like Receptor 4; HMGB1 Protein; Melanoma; Myeloid-Derived Suppressor Cells; Signal Transduction; Male; Female; Tumor Microenvironment; Middle Aged; Immune Tolerance
SDPR,The platelet protein kinase C substrate pleckstrin binds directly to SDPR protein.,Platelets,2009,19852682,10.3109/09537100903137314,A,Human and laboratory/animal study,"PubMed abstract evidence: Our recent studies have led to the identification of a novel pleckstrin-binding protein, serum deprivation response protein (SDPR), by co-immunoprecipitation, GST-pulldowns and nanospray quadruple time of flight mass spectrometry.",Association; Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Blood Platelets; Blood Proteins; Carrier Proteins; Humans; Immunoblotting; Immunoprecipitation; Mass Spectrometry; Mice; Mice, Knockout; Phosphate-Binding Proteins; Phosphoproteins; Phosphorylation; Protein Binding; Protein Kinase C; Signal Transduction"
SDPR,"Temporal dynamics of cortisol-associated changes in mRNA expression of glucocorticoid responsive genes FKBP5, GILZ, SDPR, PER1, PER2 and PER3 in healthy humans.",Psychoneuroendocrinology,2019,30522007,10.1016/j.psyneuen.2018.11.033,A,Human laboratory study,"PubMed abstract evidence: The current study aims to investigate the temporal association between unstimulated, diurnal cortisol secretion and the expression of selected GR-target genes (PER1, PER2, PER3, FKBP5, GILZ and SDPR) in vivo to determine the timing of the most pronounced coupling between cortisol and mRNA expression.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Circadian Rhythm; Gene Expression; Gene Expression Regulation; Glucocorticoids; Humans; Hydrocortisone; Male; Period Circadian Proteins; Phosphate-Binding Proteins; RNA, Messenger; Receptors, Glucocorticoid; Saliva; Tacrolimus Binding Proteins; Transcription Factors; Transcriptome; Tacrolimus Binding Protein 5"
SDPR,Exploring the molecular mechanism of comorbidity of autism spectrum disorder and inflammatory bowel disease by combining multiple data sets.,Journal of translational medicine,2023,37291580,10.1186/s12967-023-04218-z,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: A total of 98 common genes related to ASD and IBD were identified by weighted gene coexpression network analysis (WGCNA), and 4 hub genes were obtained by intersection with the 7 intersecting DEGs, which were PDGFC, CA2, GUCY1B3 and SDPR.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't",Humans; Autism Spectrum Disorder; Comorbidity; Inflammatory Bowel Diseases; Autophagy; Computational Biology
SERPINA1,Regulation of epidermal barrier function and pathogenesis of psoriasis by serine protease inhibitors.,Frontiers in immunology,2024,39737188,10.3389/fimmu.2024.1498067,B,Review,"PubMed abstract evidence: Only a small number, such as the mutation of SerpinA1/A3/B3, are involved in the pathogenesis of GPP.",Review; Mechanism; Biomarker,"Journal Article; Review; Research Support, Non-U.S. Gov't",Animals; Humans; Epidermis; Keratinocytes; Psoriasis; Serpins
SERPINA1,Air pollution exacerbates cardiovascular-kidney-metabolic syndrome and sarcopenia comorbidity via shared genetic-epigenetic mechanisms: A multi-omics and Mendelian Randomization study.,Metabolism: clinical and experimental,2026,41270966,10.1016/j.metabol.2025.156452,B,Human study,"PubMed abstract evidence: Proteomics (F-statistics > 10) revealed potential targets linking CKM/sarcopenia (HP, FCGR3B, GALNT2) and CKM-events/sarcopenia (SERPINA1, FER).",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Mendelian Randomization Analysis; Cardiovascular Diseases; Metabolic Syndrome; Sarcopenia; Genome-Wide Association Study; Epigenesis, Genetic; Air Pollution; Comorbidity; Male; Renal Insufficiency, Chronic; Multiomics"
SERPINA1,SERPINA1 as a Shared Biomarker in Periodontitis and Oral Squamous Cell Carcinoma.,International dental journal,2026,41558114,10.1016/j.identj.2025.109378,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: At the cellular level, we evaluated SERPINA1 expression in an LPS-induced periodontal inflammation model and conducted siRNA-mediated knockdown in CAL27 oral cancer cells to examine its effects on proliferation, migration and invasion.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; alpha 1-Antitrypsin; Mouth Neoplasms; Periodontitis; Carcinoma, Squamous Cell; Machine Learning; Biomarkers, Tumor; Gene Expression Profiling; Cell Line, Tumor; Computational Biology; Biomarkers; Cell Proliferation"
SPARC,Sparcl1 and Atherosclerosis.,Journal of inflammation research,2023,37220502,10.2147/JIR.S406907,E,Review,PubMed abstract evidence: Sparcl-1 is a cysteine-rich secretory stromal cell protein present in the extracellular matrix and belongs to the Sparc family of proteins.,Review; Mechanism,Journal Article; Review,
SPARC,Single-cell transcriptomics reveals novel chondrocyte and osteoblast subtypes and their role in knee osteoarthritis pathogenesis.,Signal transduction and targeted therapy,2025,39904988,10.1038/s41392-025-02136-8,E,Human single-cell/transcriptomic study,"PubMed abstract evidence: Sparc+ osteoblasts have negatively regulated bone mineralization and osteoblastic differentiation, aggravated the pathological remodeling of subchondral bone, and promoted the progression of KOA.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; Osteoarthritis, Knee; Osteoblasts; Mice; Chondrocytes; Humans; Transcriptome; Single-Cell Analysis; Female; Disease Models, Animal; Osteogenesis; Signal Transduction; Cell Differentiation"
SPARC,Single-cell RNA sequencing-guided engineering of mitochondrial therapies for intervertebral disc degeneration by regulating mtDNA/SPARC-STING signaling.,Bioactive materials,2025,40104024,10.1016/j.bioactmat.2025.02.036,E,Other PubMed-indexed study,"PubMed abstract evidence: The obtained multi-bioactive biotherapy exhibited significantly enhanced benefits in IVDD treatment, in terms of reversing IVDD progression and restoring structural integrity through the mtDNA/SPARC-STING signaling pathways.",Association; Mechanism; Biomarker,Journal Article,
SPOCK2,Integrated bulk and single-cell RNA-sequencing reveals SPOCK2 as a novel biomarker gene in the development of congenital pulmonary airway malformation.,Respiratory research,2023,37165378,10.1186/s12931-023-02436-z,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: By combining the analysis of the expression dataset from RNA-seq and scRNA-seq, SPOCK2, STX11, and ZNF331 were highlighted in CPAM.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Cystic Adenomatoid Malformation of Lung, Congenital; Lung; Biomarkers; Epithelium; RNA; Proteoglycans"
SPOCK2,Spock2 Functions as a Key Time-Series Gene of Endothelial Cells in Sepsis-Induced Cardiomyopathy.,Journal of cardiovascular pharmacology,2024,39115722,10.1097/FJC.0000000000001577,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: The study highlighted Spock2, S100a9, S100a8, and Xdh as differential genes specific to endothelial cells in a time-dependent manner.",Association; Biomarker; Experimental evidence,Journal Article,"Animals; Sepsis; Humans; Human Umbilical Vein Endothelial Cells; Disease Models, Animal; Cardiomyopathies; Mice, Inbred C57BL; Male; Apoptosis; Time Factors; Transcriptome; Cells, Cultured; Mice, Knockout; Endothelial Cells; Gene Regulatory Networks; Necrosis; Databases, Genetic; Signal Transduction; Gene Expression Profiling; Gene Expression Regulation; Lipopolysaccharides; Up-Regulation; Single-Cell Analysis; Mice; Calgranulin B"
SPOCK2,SPOCK2 controls the proliferation and function of immature pancreatic β-cells through MMP2.,Experimental & molecular medicine,2025,39741186,10.1038/s12276-024-01380-2,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Through bidirectional expression modulation and single-cell RNA-seq, we identified SPOCK2, an ECM protein, as an inhibitor of immature β-cell proliferation.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Insulin-Secreting Cells; Humans; Cell Proliferation; Matrix Metalloproteinase 2; Animals; Mice; Signal Transduction; Cell Differentiation; Cells, Cultured"
SPON2,The extracellular matrix protein mindin is a pattern-recognition molecule for microbial pathogens.,Nature immunology,2004,14691481,10.1038/ni1021,C,Laboratory/animal study,Mouse experiments report mindin as an extracellular pattern-recognition molecule needed for normal responses to microbial challenge.,Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Amino Acid Sequence; Animals; Cytokines; Extracellular Matrix; Extracellular Matrix Proteins; Female; Gram-Negative Bacteria; Gram-Negative Bacterial Infections; Gram-Positive Bacteria; Gram-Positive Bacterial Infections; Humans; Lipopolysaccharides; Macrophages, Peritoneal; Male; Mice; Mice, Inbred C57BL; Mice, Knockout; Molecular Sequence Data; Teichoic Acids"
